CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,FrequencyOfWebsiteVisits,Churn
11824,26,Female,Los Angeles,Gold,19.0,190.3349686176875,Clothing,2023-07-02,Manager,5,0
11825,65,Male,Los Angeles,Bronze,24.0,50.5226312124819,Electronics,2023-04-04,Teacher,3,1
11826,66,Female,Los Angeles,Silver,19.0,134.15105786453617,Electronics,2023-09-20,Salesperson,6,1
11827,39,Male,Miami,Bronze,21.0,110.10562840991744,Clothing,2023-04-17,Engineer,1,0
11828,64,Male,Los Angeles,Bronze,22.0,721.1424854957427,Electronics,2023-11-28,Manager,6,0
11829,36,Male,Chicago,Gold,20.0,516.00477481413,Electronics,2023-05-22,Manager,2,0
11830,30,Female,Miami,Platinum,12.0,579.238939292887,Clothing,2023-01-31,Teacher,8,0
11831,33,Male,Miami,Gold,16.0,584.1092608598941,Electronics,2023-12-01,Artist,5,0
11832,47,Male,Los Angeles,Gold,19.0,23.383087296059298,Home Goods,2023-10-12,Engineer,5,0
11833,33,Female,New York,Bronze,14.0,774.8392741659428,Clothing,2023-11-13,Salesperson,4,0
11834,68,Male,New York,Bronze,17.0,19.312545544808494,Clothing,2023-01-23,Engineer,7,0
11835,25,Male,San Francisco,Bronze,21.0,291.00643027032885,Electronics,2023-01-22,Artist,6,1
11836,41,Male,Chicago,Platinum,17.0,178.87625805326837,Clothing,2023-07-31,Manager,3,0
11837,49,Female,Miami,Bronze,22.0,17.45851933271445,Clothing,2023-11-06,Artist,4,0
11838,64,Female,New York,Bronze,18.0,81.10298406931736,Clothing,2023-04-01,Teacher,2,0
11839,39,Male,San Francisco,Silver,32.0,48.65288500252399,Clothing,2023-02-04,Engineer,7,0
11840,57,Male,Los Angeles,Bronze,14.0,273.3396665783722,Home Goods,2023-03-24,,4,0
11841,32,Female,Los Angeles,Bronze,21.0,279.7328834082215,Clothing,2023-09-08,Teacher,3,0
11842,43,Male,Chicago,Bronze,10.0,478.1409813497662,Clothing,2023-03-29,Doctor,7,0
11843,36,Female,Chicago,Platinum,20.0,243.60800726479246,Electronics,2023-12-23,Doctor,4,0
11844,22,Female,Chicago,Silver,24.0,574.5270535072048,Clothing,2023-01-26,Doctor,6,0
11845,65,Male,Chicago,Gold,15.0,939.7108640295518,Electronics,2023-11-05,Engineer,5,0
11846,49,Female,Miami,Silver,29.0,263.7549767346603,Home Goods,2023-11-25,Engineer,7,0
11847,51,Male,Chicago,Silver,18.0,100.81056721648659,Home Goods,2023-05-05,Doctor,4,1
11848,24,Male,San Francisco,Bronze,25.0,890.0659356474619,Home Goods,2023-04-07,Salesperson,3,0
11849,51,Male,San Francisco,Bronze,26.0,423.5300837457631,Clothing,2023-04-14,Manager,6,0
11850,40,Male,Chicago,Silver,22.0,294.0015960639998,Home Goods,2023-08-04,Manager,4,0
11851,62,Female,Los Angeles,Silver,19.0,408.2927092859081,Electronics,2023-09-20,Doctor,4,0
11852,27,Female,Chicago,Platinum,26.0,49.64000935175002,Home Goods,2023-07-20,Teacher,7,1
11853,41,Female,San Francisco,Bronze,20.0,684.9881452158836,Home Goods,2023-04-14,Engineer,8,1
11854,41,Male,Los Angeles,Bronze,18.0,2001.2956162369248,Home Goods,2023-02-20,Doctor,5,0
11855,49,Female,San Francisco,Bronze,25.0,498.34784639762495,Clothing,2023-08-23,Manager,8,0
11856,57,Female,Chicago,Bronze,20.0,338.35758848361473,Home Goods,2023-04-11,Salesperson,4,1
11857,65,Female,New York,Bronze,31.0,342.58697631211334,Home Goods,2023-01-25,Engineer,5,0
11858,32,Female,San Francisco,Gold,33.0,295.8210880513431,Electronics,2023-11-07,Engineer,8,1
11859,59,Female,Los Angeles,Bronze,21.0,1166.4347576347132,Clothing,2023-11-17,Teacher,1,0
11860,27,Female,New York,Platinum,16.0,111.37486582182463,Home Goods,2023-08-01,Artist,3,0
11861,54,Female,San Francisco,Gold,16.0,211.0039419144743,Electronics,2023-08-19,Manager,4,1
11862,42,Male,Los Angeles,Bronze,13.0,53.68027105452539,Electronics,2023-01-24,Salesperson,8,0
11863,69,Female,San Francisco,Silver,22.0,302.84617713429134,Electronics,2023-06-17,Manager,3,0
11864,21,Male,San Francisco,Platinum,16.0,186.43176159007706,Clothing,2023-05-27,Salesperson,3,0
11865,23,Female,Miami,Bronze,16.0,565.447945890979,Home Goods,2023-12-24,Artist,8,0
11866,28,Female,New York,Silver,19.0,101.92377370805943,Clothing,2023-01-25,Doctor,5,1
11867,56,Female,Miami,Bronze,16.0,311.9490454458561,Home Goods,2023-09-04,Salesperson,8,1
11868,46,Female,San Francisco,Bronze,19.0,11.303466264004088,Home Goods,2023-07-14,Engineer,4,0
11869,49,Female,San Francisco,Gold,20.0,571.4985207813522,Clothing,2023-11-19,Artist,6,0
11870,40,Male,Chicago,Silver,23.0,285.5219113250662,Home Goods,2023-01-18,Teacher,8,0
11871,59,Male,Chicago,Silver,22.0,28.327689034488234,Electronics,2023-05-08,Engineer,4,1
11872,26,Female,San Francisco,Bronze,17.0,,Electronics,2023-07-23,Salesperson,5,0
11873,28,Male,San Francisco,Bronze,15.0,153.108212136012,Clothing,2023-06-26,Engineer,4,0
11874,39,Male,Miami,Silver,18.0,340.05775664060036,Home Goods,2023-05-18,Teacher,4,0
11875,48,Male,New York,Bronze,21.0,106.65377738679598,Electronics,2023-09-05,Artist,5,0
11876,36,Female,Chicago,Silver,,772.0177145029381,Home Goods,2023-04-23,Teacher,2,0
11877,48,Female,Los Angeles,Platinum,19.0,8.051530602453596,Electronics,2023-10-28,Manager,5,0
11878,46,Male,New York,Gold,17.0,46.528020607618096,Home Goods,2023-03-26,Salesperson,3,0
11879,61,Female,San Francisco,Bronze,26.0,714.1996942698419,Clothing,2023-01-14,Salesperson,5,1
11880,49,Female,San Francisco,Gold,29.0,7.501108991900457,Electronics,2023-07-17,Salesperson,5,0
11881,48,Male,San Francisco,Gold,21.0,644.717681850552,Electronics,2023-10-23,Teacher,4,1
11882,50,Female,Miami,Silver,13.0,251.42608759007706,Clothing,2023-03-19,Salesperson,7,1
11883,59,Female,San Francisco,Bronze,19.0,205.3489797269573,Home Goods,2023-03-07,Teacher,2,0
11884,46,Male,Los Angeles,Bronze,18.0,1114.268888610499,Clothing,2023-11-24,Manager,4,0
11885,22,Female,San Francisco,Gold,20.0,96.08720403921869,Home Goods,2023-12-10,Salesperson,3,1
11886,60,Female,New York,Bronze,27.0,413.7809167993016,Clothing,2023-07-09,Doctor,5,0
11887,19,Male,San Francisco,Silver,22.0,32.24090962702606,Home Goods,2023-11-20,Artist,5,1
11888,52,Female,Chicago,Gold,24.0,189.6627885117449,Electronics,2023-03-01,Engineer,4,1
11889,52,Female,San Francisco,Bronze,19.0,284.130840836688,Home Goods,2023-03-10,Manager,5,1
11890,40,Female,Chicago,Silver,19.0,553.580777438701,Electronics,2023-05-02,Manager,3,1
11891,66,Female,Miami,Silver,21.0,154.29331696390807,Electronics,2023-02-25,Doctor,5,0
11892,63,Male,Chicago,Bronze,18.0,194.57109202199447,Electronics,2023-02-13,Engineer,4,0
11893,24,Male,Miami,Bronze,12.0,221.34917919013145,Electronics,2023-06-20,Artist,5,1
11894,59,Male,Los Angeles,Bronze,13.0,90.60825328286683,Electronics,2023-10-02,Artist,3,0
11895,43,Male,Los Angeles,Bronze,18.0,98.50351539863378,Electronics,2023-06-26,Salesperson,5,0
11896,62,Male,Los Angeles,Bronze,11.0,447.92601862925056,Clothing,2023-07-24,Salesperson,9,0
11897,37,Male,Miami,Bronze,17.0,1303.1412689846693,Electronics,2023-06-28,Artist,6,0
11898,27,Male,New York,Gold,22.0,65.76940134648113,Clothing,2023-08-21,Teacher,5,1
11899,52,Male,San Francisco,Bronze,23.0,154.02431382231285,Clothing,2023-08-17,Engineer,6,0
11900,40,Male,Miami,Gold,19.0,3108.2601282354713,Home Goods,2023-04-10,Manager,5,0
11901,56,Male,Los Angeles,Silver,22.0,1172.2016212703,Home Goods,2023-06-26,Teacher,7,1
11902,59,Female,Chicago,Bronze,18.0,76.7033817807068,Clothing,2023-10-08,Artist,6,0
11903,46,Female,Chicago,Silver,23.0,612.8285325879859,Home Goods,2023-07-06,Artist,6,0
11904,41,Male,San Francisco,Bronze,25.0,1313.1575644836034,Home Goods,2023-02-12,Artist,4,0
11905,22,Female,Chicago,Silver,25.0,403.29831783915563,Clothing,2023-04-25,Salesperson,4,0
11906,41,Male,Los Angeles,Bronze,21.0,141.89510156902617,Electronics,2023-05-13,Engineer,6,1
11907,57,Male,Chicago,Platinum,23.0,498.2360576468742,Electronics,2023-04-17,Teacher,4,0
11908,35,Male,Los Angeles,Bronze,24.0,63.885893393745896,Home Goods,2023-08-04,Artist,3,1
11909,26,Male,New York,Silver,22.0,1430.0005124584707,Electronics,2023-04-26,Salesperson,2,0
11910,27,Male,San Francisco,Silver,23.0,7.901517454958581,Clothing,2023-02-11,Artist,8,1
11911,19,Male,Chicago,Silver,18.0,369.67703404782935,Clothing,2023-09-10,Salesperson,5,1
11912,49,Male,Chicago,Bronze,13.0,132.6939049271552,Clothing,2023-02-28,Doctor,3,0
11913,33,Female,Chicago,Silver,22.0,141.1521310332257,Clothing,2023-05-30,Artist,4,0
11914,35,Female,San Francisco,Bronze,15.0,451.22977179181146,Clothing,2023-07-29,Doctor,5,0
11915,23,Female,Miami,Silver,10.0,1050.813862017423,Electronics,2023-06-09,Engineer,5,0
11916,25,Male,Los Angeles,Bronze,25.0,86.66241602937319,Home Goods,2023-06-11,Teacher,5,0
11917,63,Male,Los Angeles,Bronze,23.0,1073.4226720826496,Home Goods,2023-06-03,Engineer,8,0
11918,20,Male,Miami,Bronze,17.0,497.2199775393761,Home Goods,2023-10-07,Artist,5,0
11919,45,Female,Miami,Gold,23.0,628.9911048602015,Home Goods,2023-02-22,Teacher,5,0
11920,52,Male,Los Angeles,Bronze,21.0,206.92617913492256,Clothing,2023-01-20,Manager,4,1
11921,24,Male,Chicago,Bronze,20.0,310.4037428151015,Electronics,2023-08-31,Artist,3,1
11922,42,Female,Los Angeles,Bronze,19.0,78.31304320823818,Electronics,2023-05-16,Engineer,7,1
11923,68,Female,Miami,Silver,25.0,135.8469441982973,Electronics,2023-09-06,Salesperson,5,0
11924,54,Male,Los Angeles,Silver,23.0,253.9900343445014,Clothing,2023-05-29,Engineer,4,0
11925,63,Male,Los Angeles,Bronze,23.0,130.53118495226892,Clothing,2023-05-24,Artist,7,1
11926,30,Male,Los Angeles,Gold,17.0,,Electronics,2023-12-30,Artist,5,0
11927,31,Female,Miami,Silver,16.0,693.3730584518273,Clothing,2023-10-21,Teacher,6,0
11928,47,Male,San Francisco,Platinum,29.0,346.9045848364646,Electronics,2023-08-13,Doctor,3,0
11929,63,Female,Chicago,Platinum,12.0,214.92987174791958,Electronics,2023-11-01,Doctor,8,0
11930,47,Male,Chicago,Silver,21.0,169.26213195572555,Electronics,2023-07-18,Artist,3,0
11931,35,Male,San Francisco,Bronze,18.0,193.03910270429733,Clothing,2023-09-10,Manager,5,0
11932,28,Female,San Francisco,Silver,18.0,611.3743352041823,Home Goods,2023-11-10,Manager,6,0
11933,58,Female,New York,Silver,24.0,57.14399364002574,Electronics,2023-10-03,Engineer,2,0
11934,45,Male,Chicago,Bronze,26.0,146.65531395646283,Home Goods,2023-02-01,Salesperson,8,0
11935,48,Female,Chicago,Gold,,1594.9388186135375,Home Goods,2023-11-11,Manager,7,1
11936,52,Female,Chicago,Gold,27.0,30.421754208355445,Home Goods,2023-10-04,Doctor,6,0
11937,42,Female,Chicago,Bronze,26.0,491.3166136574816,Clothing,2023-08-26,Teacher,8,1
11938,20,Male,Miami,Platinum,22.0,115.48862598003224,Electronics,2023-06-01,Manager,6,1
11939,27,Female,New York,Bronze,24.0,119.95549190719719,Electronics,2023-01-27,Doctor,1,0
11940,55,Male,Los Angeles,Gold,18.0,378.46611895441004,Electronics,2023-03-08,Doctor,6,0
11941,24,Male,Miami,Bronze,21.0,304.6503418937335,Clothing,2023-07-08,Manager,4,1
11942,62,Female,Miami,Gold,20.0,74.76608411705723,Electronics,2023-02-27,Manager,6,1
11943,23,Male,New York,Bronze,32.0,2415.647692862897,Electronics,2023-06-20,Doctor,5,0
11944,61,Male,Chicago,Bronze,20.0,,Clothing,2023-06-07,Artist,2,1
11945,69,Male,Los Angeles,Platinum,16.0,707.9710225276993,Clothing,2023-12-12,Doctor,4,0
11946,56,Male,San Francisco,Gold,22.0,90.0259531755645,Home Goods,2023-02-08,Engineer,7,0
11947,24,Male,Los Angeles,Bronze,25.0,1425.7187539706733,Clothing,2023-12-30,Doctor,9,0
11948,51,Male,Miami,Gold,16.0,959.3522802858758,Home Goods,2023-12-18,Salesperson,8,0
11949,28,Male,Miami,Silver,20.0,165.7548262807762,Clothing,2023-09-05,Artist,6,0
11950,32,Male,Chicago,Bronze,17.0,626.0649926817181,Electronics,2023-12-21,Doctor,1,0
11951,68,Female,San Francisco,Bronze,17.0,447.7775419610149,Home Goods,2023-07-03,Doctor,3,0
11952,42,Female,San Francisco,Silver,15.0,314.77168749765593,Clothing,2023-07-21,Doctor,5,0
11953,27,Male,Miami,Bronze,12.0,815.169221366685,Clothing,2023-09-03,Teacher,3,1
11954,40,Female,Miami,Bronze,21.0,644.6704482012944,Home Goods,2023-02-04,Salesperson,4,0
11955,58,Male,New York,Bronze,15.0,369.6876957774362,Home Goods,2023-10-20,Artist,5,0
11956,20,Female,Los Angeles,Silver,16.0,915.5201251371955,Home Goods,2023-05-12,Teacher,4,0
11957,69,Female,New York,Bronze,14.0,278.91503252294757,Home Goods,2023-04-30,Engineer,9,1
11958,36,Female,Miami,Platinum,16.0,623.8785688266547,Clothing,2023-05-15,Engineer,4,0
11959,53,Male,San Francisco,Platinum,25.0,38.98817429575552,Clothing,2023-11-11,Doctor,7,0
11960,58,Male,New York,Silver,20.0,1355.2329367888717,Clothing,2023-04-17,Engineer,8,0
11961,28,Female,Chicago,Gold,20.0,1301.933187939223,Clothing,2023-07-24,Artist,6,0
11962,50,Male,New York,Gold,26.0,148.7623421801315,Electronics,2023-03-24,Teacher,4,0
11963,69,Male,Miami,Bronze,12.0,1306.7567411937673,Electronics,2023-10-06,Engineer,6,1
11964,40,Male,Chicago,Bronze,20.0,702.9360464716476,Clothing,2023-01-09,Engineer,6,1
11965,39,Female,Miami,Silver,21.0,330.35832151954384,Electronics,2023-07-08,Artist,6,1
11966,60,Female,Chicago,Bronze,12.0,107.08853673984046,Electronics,2023-04-12,Manager,8,0
11967,27,Male,San Francisco,Gold,28.0,,Home Goods,2023-04-10,Doctor,3,0
11968,68,Female,San Francisco,Gold,27.0,564.6004118090118,Electronics,2023-01-07,Artist,8,1
11969,34,Female,San Francisco,Silver,23.0,30.715024761661105,Clothing,2023-06-05,Salesperson,6,0
11970,60,Female,San Francisco,Bronze,20.0,306.0917730478505,Electronics,2023-03-06,Engineer,4,0
11971,61,Female,Chicago,Platinum,20.0,778.3270857056269,Clothing,2023-06-21,Doctor,3,1
11972,41,Male,Chicago,Silver,9.0,259.71364527878717,Clothing,2023-12-03,Salesperson,4,0
11973,45,Female,Chicago,Silver,19.0,720.7946498717996,Home Goods,2023-12-13,Engineer,4,1
11974,41,Male,Chicago,Silver,19.0,152.98046078114754,Electronics,2023-02-15,Artist,7,0
11975,63,Female,Miami,Silver,20.0,353.4555859011778,Clothing,2023-09-02,Teacher,8,1
11976,32,Female,Los Angeles,Silver,19.0,219.66961592510532,Electronics,2023-08-31,Doctor,7,0
11977,64,Male,New York,Silver,20.0,589.8719421606955,Home Goods,2023-05-06,Manager,4,0
11978,50,Female,Miami,Bronze,24.0,,Home Goods,2023-11-03,,4,1
11979,58,Female,San Francisco,Gold,28.0,843.0984678806755,Home Goods,2023-06-06,Artist,7,0
11980,27,Male,Miami,Gold,28.0,167.37341183938523,Home Goods,2023-11-06,Manager,11,1
11981,50,Female,New York,Silver,15.0,213.88943376154833,Electronics,2023-05-13,Engineer,7,0
11982,40,Male,Chicago,Gold,24.0,278.54672188210475,Home Goods,2023-02-06,Salesperson,5,0
11983,54,Male,Los Angeles,Gold,23.0,39.09242409806523,Electronics,2024-01-02,Salesperson,7,1
11984,63,Male,New York,Platinum,25.0,618.2069611098841,Home Goods,2023-02-18,Doctor,9,0
11985,65,Male,Miami,Silver,24.0,445.93257726550974,Home Goods,2023-06-07,Manager,2,0
11986,48,Male,Miami,Silver,24.0,174.18918056531,Home Goods,2023-03-24,Salesperson,7,1
11987,26,Male,Chicago,Bronze,21.0,804.5367951815651,Clothing,2023-12-25,Manager,5,0
11988,51,Male,San Francisco,Platinum,19.0,154.18100127799474,Clothing,2023-06-10,Engineer,8,0
11989,64,Male,New York,Gold,14.0,472.1029217484857,Electronics,2023-10-24,Manager,5,1
11990,30,Male,Chicago,Platinum,16.0,46.169734179305436,Clothing,2023-08-22,Artist,3,1
11991,51,Female,San Francisco,Bronze,20.0,86.97670816630786,Home Goods,2023-11-10,Manager,5,0
11992,42,Female,Miami,Gold,16.0,767.4232249724844,Home Goods,2023-12-20,Salesperson,4,0
11993,58,Female,New York,Silver,16.0,14.50855261271726,Clothing,2023-06-02,Manager,3,1
11994,54,Female,New York,Silver,13.0,186.34706009598938,Home Goods,2023-04-26,Artist,5,0
11995,53,Male,Los Angeles,Bronze,14.0,139.2370773493194,Electronics,2023-11-24,Manager,2,1
11996,65,Male,New York,Gold,27.0,66.58347049668654,Home Goods,2023-04-12,Salesperson,5,0
11997,24,Male,Chicago,Silver,20.0,257.9558303885575,Home Goods,2023-11-23,Doctor,3,0
11998,65,Male,New York,Gold,23.0,130.2789277801703,Electronics,2023-05-29,Engineer,3,0
11999,43,Female,New York,Platinum,12.0,11.435605003379559,Home Goods,2023-07-29,Doctor,7,0
12000,64,Female,New York,Silver,11.0,1035.959933249071,Electronics,2024-01-04,Salesperson,7,1
12001,68,Female,Chicago,Platinum,19.0,885.0775892630606,Clothing,2023-05-12,Teacher,4,0
12002,23,Female,Miami,Gold,17.0,103.13621558058549,Electronics,2023-11-06,Engineer,3,0
12003,57,Male,Miami,Gold,22.0,912.4297648790193,Home Goods,2023-01-14,Manager,10,0
12004,59,Female,San Francisco,Bronze,14.0,621.2301543906054,Home Goods,2023-07-30,Doctor,2,0
12005,61,Female,Chicago,Bronze,21.0,99.79963826339448,Home Goods,2023-02-28,Salesperson,7,0
12006,43,Male,New York,Bronze,20.0,714.2690597457813,Electronics,2023-02-10,Teacher,5,1
12007,67,Female,Los Angeles,Platinum,16.0,947.7365904688206,Electronics,2023-03-28,,6,0
12008,51,Male,New York,Silver,25.0,252.3108395296578,Clothing,2023-08-04,Engineer,6,0
12009,31,Male,Los Angeles,Platinum,16.0,9.831115680694982,Electronics,2023-07-25,Doctor,5,0
12010,69,Male,New York,Silver,22.0,41.63628081501648,Electronics,2023-02-09,Teacher,3,0
12011,63,Female,San Francisco,Bronze,13.0,579.4074627211623,Electronics,2023-11-07,Salesperson,8,1
12012,25,Female,New York,Bronze,23.0,25.364435197694103,Clothing,2023-11-20,Engineer,5,1
12013,33,Female,Los Angeles,Gold,16.0,660.149665034921,Clothing,2023-06-20,Manager,7,0
12014,37,Female,Miami,Bronze,25.0,230.78455918999686,Home Goods,2023-10-20,Salesperson,1,1
12015,69,Female,Miami,Silver,24.0,314.4920089795643,Electronics,2023-02-24,Artist,7,0
12016,69,Female,New York,Bronze,22.0,790.4383280515831,Home Goods,2023-03-06,Doctor,6,1
12017,52,Female,New York,Silver,18.0,508.93120036055393,Electronics,2023-09-25,Salesperson,8,1
12018,49,Female,Los Angeles,Silver,26.0,40.561360429277094,Home Goods,2023-08-30,Teacher,7,0
12019,44,Female,San Francisco,Bronze,15.0,41.13927702108636,Home Goods,2023-09-15,Artist,4,0
12020,61,Female,Chicago,Bronze,24.0,145.17050099246333,Electronics,2023-09-08,Artist,3,0
12021,22,Female,San Francisco,Bronze,28.0,107.74740450808233,Electronics,2023-05-07,Teacher,4,0
12022,43,Male,Miami,Silver,21.0,245.90008293089983,Clothing,2023-12-07,Doctor,9,0
12023,68,Male,Chicago,Silver,20.0,236.55376747599516,Home Goods,2024-01-05,Manager,5,0
12024,43,Male,New York,Silver,13.0,700.0011521958519,Clothing,2023-02-18,Doctor,4,0
12025,38,Female,Los Angeles,Bronze,18.0,649.7009434725012,Home Goods,2023-10-06,Doctor,2,1
12026,18,Male,Miami,Bronze,19.0,721.9205265360607,Electronics,2023-12-13,Manager,7,0
12027,28,Female,Los Angeles,Bronze,23.0,638.4132854408824,Clothing,2023-02-17,Doctor,4,0
12028,48,Male,Los Angeles,Platinum,16.0,174.9827649987866,Home Goods,2023-03-21,Teacher,4,0
12029,67,Female,Los Angeles,Gold,20.0,1519.3945828885933,Clothing,2023-01-26,Teacher,5,1
12030,29,Female,Miami,Platinum,20.0,1093.6923645125835,Home Goods,2023-06-12,Manager,13,0
12031,46,Male,San Francisco,Silver,18.0,149.2270997299977,Home Goods,2023-04-18,Engineer,9,0
12032,30,Male,Chicago,Silver,19.0,15.952134830965885,Electronics,2023-11-29,Artist,5,0
12033,68,Female,San Francisco,Gold,17.0,886.0395170966631,Electronics,2023-01-06,Manager,5,1
12034,26,Male,New York,Bronze,21.0,634.9335853944244,Home Goods,2023-01-07,Salesperson,4,1
12035,23,Female,Miami,Silver,19.0,46.37699840040535,Electronics,2023-11-12,Salesperson,2,0
12036,23,Male,New York,Gold,14.0,22.41420493807861,Clothing,2023-06-05,Salesperson,5,0
12037,55,Female,Los Angeles,Gold,26.0,613.1384437435997,Electronics,2023-04-07,Doctor,6,1
12038,67,Female,San Francisco,Bronze,21.0,476.78857822334646,Electronics,2023-09-26,Teacher,3,0
12039,28,Female,San Francisco,Silver,18.0,34.87773008060498,Clothing,2023-04-14,Doctor,9,1
12040,65,Male,New York,Bronze,17.0,1291.3602741508068,Home Goods,2023-10-15,Salesperson,2,1
12041,18,Male,Los Angeles,Bronze,21.0,51.48563374962224,Home Goods,2023-04-15,Doctor,7,0
12042,65,Female,San Francisco,Silver,28.0,557.6334937539121,Home Goods,2023-06-20,Engineer,4,1
12043,37,Female,New York,Bronze,17.0,354.49809884564405,Home Goods,2023-05-27,Artist,5,0
12044,69,Male,San Francisco,Bronze,21.0,234.137476641776,Electronics,2023-04-18,Manager,6,0
12045,44,Female,San Francisco,Silver,20.0,141.936404704032,Clothing,2023-12-30,Manager,3,0
12046,31,Female,New York,Bronze,14.0,3692.28948741543,Electronics,2023-09-23,Manager,6,0
12047,42,Female,Chicago,Silver,20.0,685.7610792643434,Electronics,2023-11-26,Engineer,6,0
12048,60,Female,Los Angeles,Gold,21.0,382.01772247158647,Electronics,2023-12-29,Engineer,8,1
12049,36,Male,San Francisco,Silver,24.0,589.5542426245055,Home Goods,2023-06-28,Engineer,3,0
12050,27,Male,Miami,Bronze,17.0,264.2509332589248,Clothing,2023-01-19,Salesperson,6,0
12051,30,Female,San Francisco,Gold,16.0,95.49842603545022,Clothing,2023-05-09,Artist,2,1
12052,45,Male,New York,Bronze,32.0,925.2111806976567,Electronics,2023-11-22,Teacher,5,0
12053,31,Female,Chicago,Gold,14.0,311.78045527505316,Clothing,2023-07-18,Teacher,10,1
12054,26,Male,San Francisco,Bronze,19.0,1205.567181046295,Home Goods,2023-02-13,Teacher,10,0
12055,52,Female,New York,Bronze,21.0,363.0763746759422,Clothing,2023-05-08,Engineer,7,0
12056,21,Female,New York,Silver,20.0,735.6282249288193,Home Goods,2023-03-03,Artist,6,0
12057,24,Female,Los Angeles,Silver,25.0,1028.2489409242712,Home Goods,2023-03-25,Artist,6,0
12058,32,Male,Los Angeles,Silver,17.0,829.2602428140607,Home Goods,2023-01-08,Salesperson,4,0
12059,35,Female,Miami,Platinum,25.0,160.90120451179598,Home Goods,2023-04-20,Salesperson,3,0
12060,27,Male,Los Angeles,Bronze,16.0,602.4671290770341,Clothing,2023-12-28,Artist,9,0
12061,35,Male,San Francisco,Bronze,27.0,237.27400080075452,Home Goods,2023-09-15,Engineer,2,0
12062,38,Male,San Francisco,Bronze,23.0,1256.1435466750013,Electronics,2023-09-23,Engineer,7,1
12063,59,Male,Chicago,Silver,13.0,181.5768901971658,Home Goods,2023-05-27,Doctor,5,0
12064,25,Male,Los Angeles,Gold,21.0,525.9007065343782,Electronics,2023-11-02,Manager,3,1
12065,32,Male,San Francisco,Platinum,25.0,622.8650199002197,Electronics,2023-12-01,Engineer,8,0
12066,39,Male,Chicago,Platinum,32.0,453.29689777937284,Clothing,2023-10-21,Doctor,7,1
12067,50,Male,San Francisco,Bronze,19.0,24.825810005943477,Home Goods,2023-05-05,Salesperson,6,0
12068,52,Male,Los Angeles,Bronze,21.0,1540.6516003803315,Home Goods,2023-09-16,Manager,3,0
12069,67,Male,San Francisco,Silver,22.0,644.3354650662419,Electronics,2023-12-04,Salesperson,7,0
12070,68,Male,Chicago,Platinum,21.0,320.89219014286215,Home Goods,2023-09-06,Manager,2,0
12071,21,Female,New York,Bronze,22.0,308.13881209733415,Electronics,2023-10-08,Engineer,8,0
12072,54,Female,New York,Bronze,21.0,989.7002937990253,Clothing,2023-05-27,Teacher,8,1
12073,47,Male,Los Angeles,Bronze,29.0,452.8912583797429,Home Goods,2023-11-04,Engineer,6,0
12074,40,Female,Los Angeles,Platinum,18.0,217.4994559701293,Home Goods,2023-04-16,Doctor,4,0
12075,33,Female,New York,Bronze,23.0,41.0525018351875,Clothing,2023-09-24,Artist,2,1
12076,58,Female,Miami,Gold,18.0,49.52755833754286,Electronics,2023-02-25,Manager,7,0
12077,51,Male,Chicago,Bronze,18.0,172.18160886350623,Electronics,2023-10-04,Manager,5,0
12078,55,Male,Chicago,Silver,24.0,510.76640177545596,Electronics,2023-01-15,Engineer,3,0
12079,35,Female,Chicago,Bronze,11.0,250.33077866873404,Home Goods,2023-11-25,Doctor,3,0
12080,32,Male,San Francisco,Platinum,17.0,215.51558677342402,Electronics,2023-01-07,Artist,2,0
12081,21,Female,New York,Platinum,21.0,1613.6451799998115,Clothing,2023-05-15,Engineer,6,0
12082,50,Male,Los Angeles,Silver,15.0,1158.4980407728476,Clothing,2023-10-19,Artist,6,0
12083,34,Male,New York,Bronze,19.0,1390.031919544737,Electronics,2023-09-27,Artist,3,0
12084,55,Male,Chicago,Silver,20.0,646.7044570778628,Home Goods,2023-01-11,Engineer,8,0
12085,22,Female,San Francisco,Bronze,17.0,396.78436149608586,Electronics,2023-11-23,Salesperson,3,1
12086,69,Male,Miami,Platinum,23.0,154.88325889819814,Electronics,2023-11-27,Salesperson,7,1
12087,66,Female,New York,Gold,27.0,1868.3849114812583,Electronics,2023-09-12,Manager,4,0
12088,49,Female,New York,Platinum,18.0,452.10727305163175,Electronics,2023-06-28,Engineer,6,1
12089,42,Male,Los Angeles,Bronze,21.0,1456.4008540552463,Home Goods,2023-03-01,Teacher,3,1
12090,30,Female,New York,Bronze,14.0,1.0184939367125705,Clothing,2023-07-05,Salesperson,6,0
12091,41,Male,New York,Gold,28.0,121.06567491232593,Clothing,2023-07-09,Doctor,5,1
12092,31,Female,Chicago,Silver,25.0,64.76345788170549,Clothing,2023-09-01,Doctor,8,0
12093,62,Female,Chicago,Gold,17.0,1162.2864976971612,Electronics,2024-01-06,Manager,5,0
12094,40,Male,New York,Silver,16.0,1027.402028165986,Home Goods,2023-12-05,Teacher,5,0
12095,41,Female,New York,Bronze,21.0,205.5114767666267,Electronics,2023-12-13,Artist,4,0
12096,41,Female,San Francisco,Bronze,19.0,96.85447757233818,Clothing,2023-02-08,Manager,2,0
12097,40,Male,New York,Silver,18.0,222.82476251208337,Clothing,2023-04-10,Engineer,5,1
12098,36,Male,San Francisco,Bronze,22.0,285.26747361402215,Electronics,2023-11-06,Salesperson,4,0
